Município,codmun,UF,idsus_fx,Grupo Homogêneo
Baianópolis,290250,BA,"5 a 5,9",GH6
Baixa Grande,290260,BA,"5 a 5,9",GH4
Banzaê,290265,BA,"5 a 5,9",GH6
Barra,290270,BA,"5 a 5,9",GH4
Barra da Estiva,290280,BA,"6 a 6,9",GH4
Barra do Choça,290290,BA,"5 a 5,9",GH4
Barra do Mendes,290300,BA,"4 a 4,9",GH6
Barra do Rocha,290310,BA,"5 a 5,9",GH6
Barreiras,290320,BA,"6 a 6,9",GH3
Barro Alto,290323,BA,"5 a 5,9",GH6
Barrocas,290327,BA,"5 a 5,9",GH6
Barro Preto,290330,BA,"5 a 5,9",GH6
Belmonte,290340,BA,"5 a 5,9",GH4
Belo Campo,290350,BA,"5 a 5,9",GH6
Biritinga,290360,BA,"5 a 5,9",GH6
Boa Nova,290370,BA,"5 a 5,9",GH6
Boa Vista do Tupim,290380,BA,"5 a 5,9",GH6
Bom Jesus da Lapa,290390,BA,"4 a 4,9",GH4
Bom Jesus da Serra,290395,BA,"5 a 5,9",GH6
Boninal,290400,BA,"4 a 4,9",GH6
Bonito,290405,BA,"5 a 5,9",GH6
Boquira,290410,BA,"5 a 5,9",GH6
Botuporã,290420,BA,"5 a 5,9",GH4
Brejões,290430,BA,"5 a 5,9",GH6
Brejolândia,290440,BA,"5 a 5,9",GH6
Brotas de Macaúbas,290450,BA,"4 a 4,9",GH6
Brumado,290460,BA,"4 a 4,9",GH4
Buerarema,290470,BA,"5 a 5,9",GH6
Buritirama,290475,BA,"2,5 a 3,9",GH6
Caatiba,290480,BA,"5 a 5,9",GH6
Cabaceiras do Paraguaçu,290485,BA,"5 a 5,9",GH6
Cachoeira,290490,BA,"6 a 6,9",GH4
Caculé,290500,BA,"5 a 5,9",GH4
Caém,290510,BA,"5 a 5,9",GH6
Caetanos,290515,BA,"4 a 4,9",GH6
Caetité,290520,BA,"4 a 4,9",GH4
Cafarnaum,290530,BA,"4 a 4,9",GH6
Cairu,290540,BA,"5 a 5,9",GH5
Caldeirão Grande,290550,BA,"5 a 5,9",GH6
Camacan,290560,BA,"5 a 5,9",GH4
Camaçari,290570,BA,"5 a 5,9",GH3
Camamu,290580,BA,"4 a 4,9",GH6
Campo Alegre de Lourdes,290590,BA,"5 a 5,9",GH4
Campo Formoso,290600,BA,"5 a 5,9",GH4
Canápolis,290610,BA,"6 a 6,9",GH6
Canarana,290620,BA,"5 a 5,9",GH6
Canavieiras,290630,BA,"5 a 5,9",GH4
Candeal,290640,BA,"4 a 4,9",GH6
Candeias,290650,BA,"5 a 5,9",GH5
Candiba,290660,BA,"4 a 4,9",GH6
Cândido Sales,290670,BA,"4 a 4,9",GH4
Cansanção,290680,BA,"4 a 4,9",GH4
Canudos,290682,BA,"5 a 5,9",GH6
Capela do Alto Alegre,290685,BA,"6 a 6,9",GH6
Capim Grosso,290687,BA,"5 a 5,9",GH4
Caraíbas,290689,BA,"5 a 5,9",GH6
Caravelas,290690,BA,"5 a 5,9",GH4
Cardeal da Silva,290700,BA,"5 a 5,9",GH6
Carinhanha,290710,BA,"4 a 4,9",GH6
Casa Nova,290720,BA,"5 a 5,9",GH4
Castro Alves,290730,BA,"5 a 5,9",GH4
Catolândia,290740,BA,"5 a 5,9",GH6
Catu,290750,BA,"5 a 5,9",GH4
Caturama,290755,BA,"4 a 4,9",GH6
Central,290760,BA,"4 a 4,9",GH6
Chorrochó,290770,BA,"5 a 5,9",GH6
Cícero Dantas,290780,BA,"4 a 4,9",GH4
Cipó,290790,BA,"5 a 5,9",GH6
Coaraci,290800,BA,"5 a 5,9",GH6
Cocos,290810,BA,"4 a 4,9",GH6
Conceição da Feira,290820,BA,"6 a 6,9",GH6
Conceição do Almeida,290830,BA,"5 a 5,9",GH4
Conceição do Coité,290840,BA,"5 a 5,9",GH4
Conceição do Jacuípe,290850,BA,"6 a 6,9",GH3
Conde,290860,BA,"6 a 6,9",GH6
Condeúba,290870,BA,"5 a 5,9",GH6
Contendas do Sincorá,290880,BA,"5 a 5,9",GH6
Coração de Maria,290890,BA,"5 a 5,9",GH6
Cordeiros,290900,BA,"5 a 5,9",GH6
Coribe,290910,BA,"5 a 5,9",GH6
Coronel João Sá,290920,BA,"4 a 4,9",GH6
Correntina,290930,BA,"4 a 4,9",GH5
Cotegipe,290940,BA,"4 a 4,9",GH6
Cravolândia,290950,BA,"5 a 5,9",GH6
Crisópolis,290960,BA,"5 a 5,9",GH6
Cristópolis,290970,BA,"5 a 5,9",GH6
Cruz das Almas,290980,BA,"4 a 4,9",GH4
Curaçá,290990,BA,"4 a 4,9",GH6
Dário Meira,291000,BA,"5 a 5,9",GH6
Dias d'Ávila,291005,BA,"4 a 4,9",GH3
Dom Basílio,291010,BA,"4 a 4,9",GH6
Dom Macedo Costa,291020,BA,"6 a 6,9",GH6
Elísio Medrado,291030,BA,"5 a 5,9",GH6
Encruzilhada,291040,BA,"4 a 4,9",GH4
Entre Rios,291050,BA,"4 a 4,9",GH4
Esplanada,291060,BA,"5 a 5,9",GH4
Euclides da Cunha,291070,BA,"4 a 4,9",GH4
Eunápolis,291072,BA,"5 a 5,9",GH3
Fátima,291075,BA,"5 a 5,9",GH6
Feira da Mata,291077,BA,"5 a 5,9",GH6
Feira de Santana,291080,BA,"5 a 5,9",GH2
Filadélfia,291085,BA,"6 a 6,9",GH6
Firmino Alves,291090,BA,"6 a 6,9",GH6
Floresta Azul,291100,BA,"5 a 5,9",GH6
Formosa do Rio Preto,291110,BA,"4 a 4,9",GH5
Gandu,291120,BA,"5 a 5,9",GH4
Gavião,291125,BA,"5 a 5,9",GH6
Gentio do Ouro,291130,BA,"2,5 a 3,9",GH6
Glória,291140,BA,"5 a 5,9",GH6
Gongogi,291150,BA,"5 a 5,9",GH6
Governador Mangabeira,291160,BA,"6 a 6,9",GH6
Guajeru,291165,BA,"5 a 5,9",GH6
Guanambi,291170,BA,"5 a 5,9",GH4
Guaratinga,291180,BA,"4 a 4,9",GH6
Heliópolis,291185,BA,"4 a 4,9",GH6
Iaçu,291190,BA,"5 a 5,9",GH4
Ibiassucê,291200,BA,"5 a 5,9",GH4
Ibicaraí,291210,BA,"6 a 6,9",GH6
Ibicoara,291220,BA,"5 a 5,9",GH6
Ibicuí,291230,BA,"5 a 5,9",GH6
Ibipeba,291240,BA,"5 a 5,9",GH6
Ibipitanga,291250,BA,"4 a 4,9",GH6
Ibiquera,291260,BA,"4 a 4,9",GH6
Ibirapitanga,291270,BA,"4 a 4,9",GH6
Ibirapuã,291280,BA,"5 a 5,9",GH6
Ibirataia,291290,BA,"5 a 5,9",GH4
Ibitiara,291300,BA,"5 a 5,9",GH4
Ibititá,291310,BA,"4 a 4,9",GH6
Ibotirama,291320,BA,"5 a 5,9",GH4
Ichu,291330,BA,"6 a 6,9",GH6
Igaporã,291340,BA,"6 a 6,9",GH6
Igrapiúna,291345,BA,"6 a 6,9",GH6
Iguaí,291350,BA,"5 a 5,9",GH4
Ilhéus,291360,BA,"4 a 4,9",GH4
Inhambupe,291370,BA,"6 a 6,9",GH4
Ipecaetá,291380,BA,"4 a 4,9",GH6
Ipiaú,291390,BA,"5 a 5,9",GH4
Ipirá,291400,BA,"5 a 5,9",GH4
Ipupiara,291410,BA,"5 a 5,9",GH6
Irajuba,291420,BA,"5 a 5,9",GH6
Iramaia,291430,BA,"5 a 5,9",GH6
Iraquara,291440,BA,"5 a 5,9",GH4
Irará,291450,BA,"5 a 5,9",GH6
Irecê,291460,BA,"5 a 5,9",GH4
Itabela,291465,BA,"5 a 5,9",GH4
Itaberaba,291470,BA,"4 a 4,9",GH4
Itabuna,291480,BA,"5 a 5,9",GH2
Itacaré,291490,BA,"4 a 4,9",GH6
Itaeté,291500,BA,"5 a 5,9",GH6
Itagi,291510,BA,"5 a 5,9",GH6
Itagibá,291520,BA,"4 a 4,9",GH6
Itagimirim,291530,BA,"5 a 5,9",GH6
Itaguaçu da Bahia,291535,BA,"5 a 5,9",GH6
Itaju do Colônia,291540,BA,"5 a 5,9",GH6
Itajuípe,291550,BA,"6 a 6,9",GH4
Itamaraju,291560,BA,"5 a 5,9",GH4
Itamari,291570,BA,"5 a 5,9",GH6
Itambé,291580,BA,"5 a 5,9",GH4
Itanagra,291590,BA,"4 a 4,9",GH6
Itanhém,291600,BA,"5 a 5,9",GH4
Itaparica,291610,BA,"5 a 5,9",GH4
Itapé,291620,BA,"5 a 5,9",GH6
Itapebi,291630,BA,"5 a 5,9",GH6
Itapetinga,291640,BA,"5 a 5,9",GH4
Itapicuru,291650,BA,"4 a 4,9",GH4
Itapitanga,291660,BA,"5 a 5,9",GH6
Itaquara,291670,BA,"6 a 6,9",GH6
Itarantim,291680,BA,"4 a 4,9",GH6
Itatim,291685,BA,"4 a 4,9",GH6
Itiruçu,291690,BA,"5 a 5,9",GH6
Itiúba,291700,BA,"4 a 4,9",GH4
Itororó,291710,BA,"5 a 5,9",GH6
Ituaçu,291720,BA,"5 a 5,9",GH6
Ituberá,291730,BA,"5 a 5,9",GH4
Iuiú,291733,BA,"4 a 4,9",GH6
Jaborandi,291735,BA,"6 a 6,9",GH5
Jacaraci,291740,BA,"5 a 5,9",GH6
Jacobina,291750,BA,"5 a 5,9",GH4
Jaguaquara,291760,BA,"5 a 5,9",GH4
Jaguarari,291770,BA,"5 a 5,9",GH6
Jaguaripe,291780,BA,"5 a 5,9",GH6
Jandaíra,291790,BA,"5 a 5,9",GH6
Jequié,291800,BA,"5 a 5,9",GH4
Jeremoabo,291810,BA,"4 a 4,9",GH6
Jiquiriçá,291820,BA,"4 a 4,9",GH6
Jitaúna,291830,BA,"5 a 5,9",GH6
João Dourado,291835,BA,"4 a 4,9",GH6
Juazeiro,291840,BA,"6 a 6,9",GH4
Jucuruçu,291845,BA,"5 a 5,9",GH6
Jussara,291850,BA,"4 a 4,9",GH6
Jussari,291855,BA,"6 a 6,9",GH6
Jussiape,291860,BA,"4 a 4,9",GH6
Lafaiete Coutinho,291870,BA,"5 a 5,9",GH6
Lagoa Real,291875,BA,"5 a 5,9",GH6
Laje,291880,BA,"5 a 5,9",GH6
Lajedão,291890,BA,"5 a 5,9",GH6
Lajedinho,291900,BA,"4 a 4,9",GH6
Lajedo do Tabocal,291905,BA,"4 a 4,9",GH6
Lamarão,291910,BA,"5 a 5,9",GH6
Lapão,291915,BA,"5 a 5,9",GH6
Lauro de Freitas,291920,BA,"5 a 5,9",GH3
Lençóis,291930,BA,"5 a 5,9",GH6
Licínio de Almeida,291940,BA,"5 a 5,9",GH6
Livramento de Nossa Senhora,291950,BA,"4 a 4,9",GH4
Luís Eduardo Magalhães,291955,BA,"4 a 4,9",GH5
Macajuba,291960,BA,"5 a 5,9",GH6
Macarani,291970,BA,"5 a 5,9",GH6
Macaúbas,291980,BA,"4 a 4,9",GH4
Macururé,291990,BA,"4 a 4,9",GH6
Madre de Deus,291992,BA,"6 a 6,9",GH5
Maetinga,291995,BA,"5 a 5,9",GH6
Maiquinique,292000,BA,"4 a 4,9",GH6
Mairi,292010,BA,"5 a 5,9",GH4
Malhada,292020,BA,"5 a 5,9",GH6
Malhada de Pedras,292030,BA,"5 a 5,9",GH6
Manoel Vitorino,292040,BA,"4 a 4,9",GH6
Mansidão,292045,BA,"4 a 4,9",GH6
Maracás,292050,BA,"5 a 5,9",GH4
Maragogipe,292060,BA,"4 a 4,9",GH6
Maraú,292070,BA,"4 a 4,9",GH6
Marcionílio Souza,292080,BA,"5 a 5,9",GH6
Mascote,292090,BA,"5 a 5,9",GH6
Mata de São João,292100,BA,"5 a 5,9",GH4
Matina,292105,BA,"5 a 5,9",GH6
Medeiros Neto,292110,BA,"4 a 4,9",GH4
Miguel Calmon,292120,BA,"5 a 5,9",GH4
Milagres,292130,BA,"5 a 5,9",GH6
Mirangaba,292140,BA,"5 a 5,9",GH6
Mirante,292145,BA,"5 a 5,9",GH6
Monte Santo,292150,BA,"5 a 5,9",GH4
Morpará,292160,BA,"4 a 4,9",GH6
Morro do Chapéu,292170,BA,"5 a 5,9",GH4
Mortugaba,292180,BA,"6 a 6,9",GH6
Mucugê,292190,BA,"5 a 5,9",GH4
Mucuri,292200,BA,"4 a 4,9",GH3
Mulungu do Morro,292205,BA,"4 a 4,9",GH6
Mundo Novo,292210,BA,"5 a 5,9",GH6
Muniz Ferreira,292220,BA,"5 a 5,9",GH6
Muquém de São Francisco,292225,BA,"5 a 5,9",GH6
Muritiba,292230,BA,"5 a 5,9",GH4
Mutuípe,292240,BA,"5 a 5,9",GH4
Nazaré,292250,BA,"5 a 5,9",GH4
Nilo Peçanha,292260,BA,"5 a 5,9",GH6
Nordestina,292265,BA,"5 a 5,9",GH6
Nova Canaã,292270,BA,"5 a 5,9",GH6
Nova Fátima,292273,BA,"5 a 5,9",GH6
Nova Ibiá,292275,BA,"5 a 5,9",GH6
Nova Itarana,292280,BA,"4 a 4,9",GH6
Nova Redenção,292285,BA,"4 a 4,9",GH6
Nova Soure,292290,BA,"4 a 4,9",GH6
Nova Viçosa,292300,BA,"5 a 5,9",GH4
Novo Horizonte,292303,BA,"5 a 5,9",GH6
Novo Triunfo,292305,BA,"4 a 4,9",GH6
Olindina,292310,BA,"5 a 5,9",GH6
Oliveira dos Brejinhos,292320,BA,"5 a 5,9",GH6
Ouriçangas,292330,BA,"6 a 6,9",GH6
Ourolândia,292335,BA,"5 a 5,9",GH6
Palmas de Monte Alto,292340,BA,"4 a 4,9",GH6
Palmeiras,292350,BA,"5 a 5,9",GH6
Paramirim,292360,BA,"4 a 4,9",GH4
Paratinga,292370,BA,"5 a 5,9",GH4
Paripiranga,292380,BA,"2,5 a 3,9",GH6
Pau Brasil,292390,BA,"5 a 5,9",GH6
Paulo Afonso,292400,BA,"5 a 5,9",GH3
Pé de Serra,292405,BA,"5 a 5,9",GH6
Pedrão,292410,BA,"5 a 5,9",GH6
Pedro Alexandre,292420,BA,"4 a 4,9",GH6
Piatã,292430,BA,"5 a 5,9",GH6
Pilão Arcado,292440,BA,"2,5 a 3,9",GH6
Pindaí,292450,BA,"5 a 5,9",GH6
Pindobaçu,292460,BA,"5 a 5,9",GH4
Pintadas,292465,BA,"5 a 5,9",GH6
Piraí do Norte,292467,BA,"4 a 4,9",GH6
Piripá,292470,BA,"5 a 5,9",GH6
Piritiba,292480,BA,"5 a 5,9",GH6
Planaltino,292490,BA,"5 a 5,9",GH6
Planalto,292500,BA,"5 a 5,9",GH6
Poções,292510,BA,"5 a 5,9",GH4
Pojuca,292520,BA,"5 a 5,9",GH3
Ponto Novo,292525,BA,"5 a 5,9",GH6
Porto Seguro,292530,BA,"5 a 5,9",GH4
Potiraguá,292540,BA,"5 a 5,9",GH6
Prado,292550,BA,"5 a 5,9",GH4
Presidente Dutra,292560,BA,"5 a 5,9",GH6
Presidente Jânio Quadros,292570,BA,"5 a 5,9",GH6
Presidente Tancredo Neves,292575,BA,"5 a 5,9",GH6
Queimadas,292580,BA,"4 a 4,9",GH4
Quijingue,292590,BA,"5 a 5,9",GH6
Quixabeira,292593,BA,"5 a 5,9",GH6
Rafael Jambeiro,292595,BA,"5 a 5,9",GH6
Remanso,292600,BA,"4 a 4,9",GH4
Retirolândia,292610,BA,"6 a 6,9",GH6
Riachão das Neves,292620,BA,"4 a 4,9",GH4
Riachão do Jacuípe,292630,BA,"6 a 6,9",GH4
Riacho de Santana,292640,BA,"4 a 4,9",GH4
Ribeira do Amparo,292650,BA,"5 a 5,9",GH6
Ribeira do Pombal,292660,BA,"4 a 4,9",GH4
Ribeirão do Largo,292665,BA,"5 a 5,9",GH6
Rio de Contas,292670,BA,"4 a 4,9",GH6
Rio do Antônio,292680,BA,"5 a 5,9",GH6
Rio do Pires,292690,BA,"5 a 5,9",GH6
Rio Real,292700,BA,"5 a 5,9",GH4
Rodelas,292710,BA,"5 a 5,9",GH6
Ruy Barbosa,292720,BA,"5 a 5,9",GH4
Salinas da Margarida,292730,BA,"7 a 7,9",GH6
Salvador,292740,BA,"5 a 5,9",GH1
Santa Bárbara,292750,BA,"4 a 4,9",GH6
Santa Brígida,292760,BA,"5 a 5,9",GH6
Santa Cruz Cabrália,292770,BA,"5 a 5,9",GH6
Santa Cruz da Vitória,292780,BA,"5 a 5,9",GH6
Santa Inês,292790,BA,"5 a 5,9",GH6
Santaluz,292800,BA,"4 a 4,9",GH4
Santa Luzia,292805,BA,"5 a 5,9",GH6
Santa Maria da Vitória,292810,BA,"5 a 5,9",GH4
Santana,292820,BA,"4 a 4,9",GH6
Santanópolis,292830,BA,"5 a 5,9",GH6
Santa Rita de Cássia,292840,BA,"5 a 5,9",GH4
Santa Teresinha,292850,BA,"5 a 5,9",GH6
Santo Amaro,292860,BA,"5 a 5,9",GH4
Santo Antônio de Jesus,292870,BA,"5 a 5,9",GH4
Santo Estêvão,292880,BA,"5 a 5,9",GH4
São Desidério,292890,BA,"5 a 5,9",GH5
São Domingos,292895,BA,"6 a 6,9",GH6
São Félix,292900,BA,"6 a 6,9",GH4
São Félix do Coribe,292905,BA,"6 a 6,9",GH6
São Felipe,292910,BA,"5 a 5,9",GH6
São Francisco do Conde,292920,BA,"5 a 5,9",GH5
São Gabriel,292925,BA,"5 a 5,9",GH6
São Gonçalo dos Campos,292930,BA,"5 a 5,9",GH4
São José da Vitória,292935,BA,"5 a 5,9",GH6
São José do Jacuípe,292937,BA,"5 a 5,9",GH6
São Miguel das Matas,292940,BA,"5 a 5,9",GH6
São Sebastião do Passé,292950,BA,"6 a 6,9",GH4
Sapeaçu,292960,BA,"5 a 5,9",GH4
Sátiro Dias,292970,BA,"5 a 5,9",GH6
Saubara,292975,BA,"5 a 5,9",GH6
Saúde,292980,BA,"5 a 5,9",GH6
Seabra,292990,BA,"4 a 4,9",GH4
Sebastião Laranjeiras,293000,BA,"5 a 5,9",GH6
Senhor do Bonfim,293010,BA,"4 a 4,9",GH4
Serra do Ramalho,293015,BA,"4 a 4,9",GH4
Sento Sé,293020,BA,"4 a 4,9",GH6
Serra Dourada,293030,BA,"5 a 5,9",GH6
Serra Preta,293040,BA,"5 a 5,9",GH6
Serrinha,293050,BA,"4 a 4,9",GH4
Serrolândia,293060,BA,"4 a 4,9",GH6
Simões Filho,293070,BA,"5 a 5,9",GH3
Sítio do Mato,293075,BA,"5 a 5,9",GH6
Sítio do Quinto,293076,BA,"5 a 5,9",GH6
Sobradinho,293077,BA,"5 a 5,9",GH5
Souto Soares,293080,BA,"5 a 5,9",GH6
Tabocas do Brejo Velho,293090,BA,"6 a 6,9",GH6
Tanhaçu,293100,BA,"5 a 5,9",GH6
Tanque Novo,293105,BA,"5 a 5,9",GH6
Tanquinho,293110,BA,"5 a 5,9",GH6
Taperoá,293120,BA,"5 a 5,9",GH6
Tapiramutá,293130,BA,"5 a 5,9",GH6
Teixeira de Freitas,293135,BA,"4 a 4,9",GH4
Teodoro Sampaio,293140,BA,"5 a 5,9",GH6
Teofilândia,293150,BA,"4 a 4,9",GH6
Teolândia,293160,BA,"5 a 5,9",GH6
Terra Nova,293170,BA,"6 a 6,9",GH6
Tremedal,293180,BA,"4 a 4,9",GH6
Tucano,293190,BA,"4 a 4,9",GH4
Uauá,293200,BA,"6 a 6,9",GH6
Ubaíra,293210,BA,"5 a 5,9",GH4
Ubaitaba,293220,BA,"5 a 5,9",GH6
Ubatã,293230,BA,"2,5 a 3,9",GH6
Uibaí,293240,BA,"5 a 5,9",GH6
Umburanas,293245,BA,"5 a 5,9",GH6
Una,293250,BA,"5 a 5,9",GH4
Urandi,293260,BA,"4 a 4,9",GH6
Uruçuca,293270,BA,"5 a 5,9",GH6
Utinga,293280,BA,"5 a 5,9",GH6
Valença,293290,BA,"5 a 5,9",GH4
Valente,293300,BA,"6 a 6,9",GH4
Várzea da Roça,293305,BA,"5 a 5,9",GH6
Várzea do Poço,293310,BA,"5 a 5,9",GH6
Várzea Nova,293315,BA,"4 a 4,9",GH6
Varzedo,293317,BA,"5 a 5,9",GH6
Vera Cruz,293320,BA,"5 a 5,9",GH6
Vereda,293325,BA,"5 a 5,9",GH6
Vitória da Conquista,293330,BA,"5 a 5,9",GH2
Wagner,293340,BA,"5 a 5,9",GH4
Wanderley,293345,BA,"4 a 4,9",GH6
Wenceslau Guimarães,293350,BA,"5 a 5,9",GH4
Xique-Xique,293360,BA,"5 a 5,9",GH4
Abadia dos Dourados,310010,MG,"6 a 6,9",GH5
Abaeté,310020,MG,"6 a 6,9",GH3
Abre Campo,310030,MG,"5 a 5,9",GH6
Acaiaca,310040,MG,"7 a 7,9",GH6
Açucena,310050,MG,"6 a 6,9",GH6
Água Boa,310060,MG,"4 a 4,9",GH6
Água Comprida,310070,MG,"6 a 6,9",GH5
Aguanil,310080,MG,"5 a 5,9",GH5
Águas Formosas,310090,MG,"5 a 5,9",GH4
Águas Vermelhas,310100,MG,"5 a 5,9",GH6
Aimorés,310110,MG,"5 a 5,9",GH3
Aiuruoca,310120,MG,"6 a 6,9",GH5
Alagoa,310130,MG,"6 a 6,9",GH6
Albertina,310140,MG,"6 a 6,9",GH5
Além Paraíba,310150,MG,"5 a 5,9",GH3
Alfenas,310160,MG,"6 a 6,9",GH3
Alfredo Vasconcelos,310163,MG,"6 a 6,9",GH5
Almenara,310170,MG,"5 a 5,9",GH4
Alpercata,310180,MG,"5 a 5,9",GH6
Alpinópolis,310190,MG,"7 a 7,9",GH5
Alterosa,310200,MG,"6 a 6,9",GH5
Alto Caparaó,310205,MG,"6 a 6,9",GH6
Alto Rio Doce,310210,MG,"6 a 6,9",GH6
Alvarenga,310220,MG,"5 a 5,9",GH6
Alvinópolis,310230,MG,"7 a 7,9",GH6
Alvorada de Minas,310240,MG,"7 a 7,9",GH6
Amparo do Serra,310250,MG,"6 a 6,9",GH6
Andradas,310260,MG,"5 a 5,9",GH3
Cachoeira de Pajeú,310270,MG,"5 a 5,9",GH6
Andrelândia,310280,MG,"5 a 5,9",GH6
Angelândia,310285,MG,"5 a 5,9",GH6
Antônio Carlos,310290,MG,"6 a 6,9",GH5
Antônio Dias,310300,MG,"6 a 6,9",GH6
Antônio Prado de Minas,310310,MG,"6 a 6,9",GH6
Araçaí,310320,MG,"6 a 6,9",GH5
Aracitaba,310330,MG,"6 a 6,9",GH5
Araçuaí,310340,MG,"4 a 4,9",GH4
Araguari,310350,MG,"4 a 4,9",GH3
Arantina,310360,MG,"5 a 5,9",GH6
Araponga,310370,MG,"7 a 7,9",GH6
Araporã,310375,MG,"5 a 5,9",GH5
Arapuá,310380,MG,"5 a 5,9",GH5
Araújos,310390,MG,"5 a 5,9",GH5
Araxá,310400,MG,"5 a 5,9",GH3
Arceburgo,310410,MG,"6 a 6,9",GH5
Arcos,310420,MG,"5 a 5,9",GH3
Areado,310430,MG,"4 a 4,9",GH5
Argirita,310440,MG,"6 a 6,9",GH5
Aricanduva,310445,MG,"6 a 6,9",GH6
Arinos,310450,MG,"5 a 5,9",GH6
Astolfo Dutra,310460,MG,"5 a 5,9",GH5
Ataléia,310470,MG,"5 a 5,9",GH6
Augusto de Lima,310480,MG,"7 a 7,9",GH6
Baependi,310490,MG,"6 a 6,9",GH4
Baldim,310500,MG,"6 a 6,9",GH6
Bambuí,310510,MG,"5 a 5,9",GH3
Bandeira,310520,MG,"5 a 5,9",GH6
Bandeira do Sul,310530,MG,"2,5 a 3,9",GH5
Barão de Cocais,310540,MG,"6 a 6,9",GH3
Barão de Monte Alto,310550,MG,"6 a 6,9",GH6
Barbacena,310560,MG,"5 a 5,9",GH2
Barra Longa,310570,MG,"6 a 6,9",GH6
Barroso,310590,MG,"6 a 6,9",GH3
Bela Vista de Minas,310600,MG,"6 a 6,9",GH6
Belmiro Braga,310610,MG,"6 a 6,9",GH5
Belo Horizonte,310620,MG,"6 a 6,9",GH1
Belo Oriente,310630,MG,"6 a 6,9",GH5
Belo Vale,310640,MG,"5 a 5,9",GH6
Berilo,310650,MG,"6 a 6,9",GH6
Bertópolis,310660,MG,"6 a 6,9",GH6
Berizal,310665,MG,"5 a 5,9",GH6
Betim,310670,MG,"5 a 5,9",GH2
Bias Fortes,310680,MG,"6 a 6,9",GH6
Bicas,310690,MG,"5 a 5,9",GH5
Biquinhas,310700,MG,"7 a 7,9",GH5
Boa Esperança,310710,MG,"6 a 6,9",GH3
Bocaina de Minas,310720,MG,"2,5 a 3,9",GH6
Bocaiúva,310730,MG,"6 a 6,9",GH4
Bom Despacho,310740,MG,"6 a 6,9",GH3
Bom Jardim de Minas,310750,MG,"5 a 5,9",GH6
Bom Jesus da Penha,310760,MG,"7 a 7,9",GH5
Bom Jesus do Amparo,310770,MG,"5 a 5,9",GH6
Bom Jesus do Galho,310780,MG,"4 a 4,9",GH6
Bom Repouso,310790,MG,"6 a 6,9",GH5
Bom Sucesso,310800,MG,"6 a 6,9",GH5
Bonfim,310810,MG,"7 a 7,9",GH6
Bonfinópolis de Minas,310820,MG,"5 a 5,9",GH5
Bonito de Minas,310825,MG,"5 a 5,9",GH6
Borda da Mata,310830,MG,"5 a 5,9",GH5
Botelhos,310840,MG,"4 a 4,9",GH5
Botumirim,310850,MG,"5 a 5,9",GH6
Brasilândia de Minas,310855,MG,"5 a 5,9",GH5
Brasília de Minas,310860,MG,"6 a 6,9",GH4
Brás Pires,310870,MG,"6 a 6,9",GH6
Braúnas,310880,MG,"6 a 6,9",GH5
Brasópolis,310890,MG,"5 a 5,9",GH6
Brumadinho,310900,MG,"6 a 6,9",GH3
Bueno Brandão,310910,MG,"5 a 5,9",GH5
Buenópolis,310920,MG,"6 a 6,9",GH6
Bugre,310925,MG,"6 a 6,9",GH6
Buritis,310930,MG,"5 a 5,9",GH5
Buritizeiro,310940,MG,"5 a 5,9",GH6
Cabeceira Grande,310945,MG,"5 a 5,9",GH5
Cabo Verde,310950,MG,"5 a 5,9",GH5
Cachoeira da Prata,310960,MG,"7 a 7,9",GH5
Cachoeira de Minas,310970,MG,"5 a 5,9",GH5
Cachoeira Dourada,310980,MG,"6 a 6,9",GH5
Caetanópolis,310990,MG,"6 a 6,9",GH5
Caeté,311000,MG,"5 a 5,9",GH4
Caiana,311010,MG,"6 a 6,9",GH6
Cajuri,311020,MG,"7 a 7,9",GH6
Caldas,311030,MG,"5 a 5,9",GH5
Camacho,311040,MG,"5 a 5,9",GH5
Camanducaia,311050,MG,"5 a 5,9",GH3
Cambuí,311060,MG,"5 a 5,9",GH3
Cambuquira,311070,MG,"6 a 6,9",GH5
Campanário,311080,MG,"6 a 6,9",GH6
Campanha,311090,MG,"6 a 6,9",GH3
Campestre,311100,MG,"2,5 a 3,9",GH5
Campina Verde,311110,MG,"5 a 5,9",GH3
Campo Azul,311115,MG,"5 a 5,9",GH6
Campo Belo,311120,MG,"5 a 5,9",GH4
Campo do Meio,311130,MG,"6 a 6,9",GH6
Campo Florido,311140,MG,"5 a 5,9",GH5
Campos Altos,311150,MG,"6 a 6,9",GH5
Campos Gerais,311160,MG,"5 a 5,9",GH4
Canaã,311170,MG,"6 a 6,9",GH6
Canápolis,311180,MG,"5 a 5,9",GH5
Cana Verde,311190,MG,"5 a 5,9",GH6
Candeias,311200,MG,"6 a 6,9",GH5
Cantagalo,311205,MG,"6 a 6,9",GH6
Caparaó,311210,MG,"6 a 6,9",GH6
Capela Nova,311220,MG,"6 a 6,9",GH6
Capelinha,311230,MG,"6 a 6,9",GH4
Capetinga,311240,MG,"5 a 5,9",GH5
Capim Branco,311250,MG,"6 a 6,9",GH5
Capinópolis,311260,MG,"6 a 6,9",GH5
Capitão Andrade,311265,MG,"5 a 5,9",GH6
Capitão Enéas,311270,MG,"6 a 6,9",GH5
Capitólio,311280,MG,"7 a 7,9",GH5
Caputira,311290,MG,"5 a 5,9",GH6
Caraí,311300,MG,"5 a 5,9",GH6
